# m[Msun] r[Rsun] L[Lsun] T[K] Q[/s] Sdd[mJy kpc2]
        0.18025              1.3962              88.529              14980.             0.17455E+042        0.20065E-002        0.11225E-004
        0.18385              1.3896              91.607              15144.             0.21761E+042        0.25016E-002        0.13524E-004
        0.18750              1.3841              94.720              15302.             0.27053E+042        0.31099E-002        0.16260E-004
        0.19121              1.3797              97.850              15451.             0.33270E+042        0.38246E-002        0.19357E-004
        0.19507              1.3768              101.01              15591.             0.40506E+042        0.46565E-002        0.22829E-004
        0.19896              1.3757              104.13              15716.             0.48360E+042        0.55593E-002        0.26441E-004
        0.20294              1.3766              107.17              15824.             0.56548E+042        0.65006E-002        0.30038E-004
        0.20700              1.3795              110.15              15917.             0.64780E+042        0.74470E-002        0.33480E-004
        0.21114              1.3847              113.03              15989.             0.72107E+042        0.82892E-002        0.36318E-004
        0.21536              1.3926              115.76              16039.             0.77834E+042        0.89476E-002        0.38277E-004
        0.21977              1.4019              118.50              16080.             0.82658E+042        0.95022E-002        0.39711E-004
        0.22414              1.4143              120.98              16092.             0.85363E+042        0.98131E-002        0.40169E-004
        0.22856              1.4279              123.39              16095.             0.87264E+042        0.10032E-001        0.40261E-004
        0.23317              1.4432              125.77              16086.             0.88226E+042        0.10142E-001        0.39935E-004
        0.23797              1.4592              128.20              16074.             0.88935E+042        0.10224E-001        0.39494E-004
        0.24283              1.4766              130.55              16052.             0.88780E+042        0.10206E-001        0.38715E-004
        0.24766              1.4957              132.75              16016.             0.87186E+042        0.10023E-001        0.37391E-004
        0.25253              1.5158              134.87              15972.             0.84472E+042        0.97107E-002        0.35656E-004
        0.25747              1.5357              137.07              15933.             0.82155E+042        0.94443E-002        0.34122E-004
        0.26261              1.5569              139.26              15887.             0.79011E+042        0.90829E-002        0.32301E-004
        0.26792              1.5784              141.52              15842.             0.76225E+042        0.87626E-002        0.30664E-004
        0.27336              1.6001              143.83              15798.             0.73576E+042        0.84581E-002        0.29122E-004
        0.27868              1.6221              146.07              15751.             0.70698E+042        0.81273E-002        0.27555E-004
        0.28410              1.6442              148.36              15706.             0.68077E+042        0.78259E-002        0.26123E-004
        0.28978              1.6672              150.70              15658.             0.65377E+042        0.75155E-002        0.24697E-004
        0.29564              1.6902              153.15              15614.             0.63101E+042        0.72540E-002        0.23456E-004
        0.30148              1.7133              155.59              15570.             0.60877E+042        0.69983E-002        0.22274E-004
        0.30747              1.7380              157.97              15518.             0.58147E+042        0.66844E-002        0.20955E-004
        0.31357              1.7642              160.28              15458.             0.54936E+042        0.63153E-002        0.19513E-004
        0.31973              1.7899              162.67              15404.             0.52340E+042        0.60168E-002        0.18318E-004
        0.32599              1.8149              165.19              15356.             0.50278E+042        0.57798E-002        0.17328E-004
        0.33255              1.8408              167.77              15307.             0.48202E+042        0.55411E-002        0.16356E-004
        0.33900              1.8668              170.32              15257.             0.46157E+042        0.53061E-002        0.15428E-004
        0.34569              1.8921              173.06              15216.             0.44683E+042        0.51367E-002        0.14699E-004
        0.35245              1.9169              175.89              15178.             0.43475E+042        0.49978E-002        0.14072E-004
        0.35953              1.9411              178.94              15148.             0.42720E+042        0.49110E-002        0.13592E-004
        0.36685              1.9662              182.04              15116.             0.41859E+042        0.48119E-002        0.13091E-004
        0.37422              1.9915              185.16              15084.             0.41011E+042        0.47146E-002        0.12609E-004
